Fecha (mes y año),Alcalinidad,Conductividad,DBO,DQO,Dureza,Fenoles,N-Amoniacal,Cloruros,N-Nitrato,P-Fosfato,Oxígeno disuelto,pH,Sólidos suspendidos totales,SAAM-Detergentes,Turbidez,Coliformes totales,Escherichia Coli,Norte (Y),Este(X) ,Caudal,Temperatura agua,Temperatura aire
1/06/2020,"15,1","86,7","2,3","15,9","17,34",#N/A,#N/A,"21,54",#N/A,#N/A,"8,33","8,94","12,0",#N/A,"16,30",850,100,1055229,1039047,#N/A,"19,6","17,2"
1/06/2020,"15,4","95,40","3,70","12,30","18,56",#N/A,3,"18,76","0,8",4,"3,69","6,59",15,#N/A,"13,1",15000,1300,1056381,1035927,4753,"14,5",16
1/06/2020,"12,0",111,"3,20","18,00","21,09",#N/A,3,"23,81","1,44",4,"6,05","6,7",19,#N/A,"19,7",17000,410,1055047,1031592,3655,15,"18,5"
1/06/2020,268,861,"75,00",2,"89,07",#N/A,"29,980",101,"0,12",4,"5,4","7,99",190,#N/A,104,"2,4",420000,1054481,1031302,"5,62","20,3","18,8"
1/06/2020,"12,3","92,6","2,9","23,8","18,72",#N/A,3,"20,49","1,47",4,"4,74","6,85",24,#N/A,"16,4",12000,1100,1051508,1030403,3753,"15,8",18
1/06/2020,"13,9","45,3",#N/A,#N/A,"12,16",#N/A,3,"7,37",3,4,"6,52","7,05",#N/A,#N/A,"6,21",1500,"1,0",1050786,1030429,1012,"18,2","21,9"
1/06/2020,16,"75,9","6,8","32,5","18,22",#N/A,3,"10,93","0,84",4,"4,18","7,88","42,5",#N/A,"23,3",37000,"1,0",1049273,1025199,"5,216","14,9","15,6"
1/06/2020,260,836,"25,8",2,"86,59","0,771","27,629",103,"0,13","5,41",1,"8,44","38,6",#N/A,"69,1",770000,1000,1044192,1021838,"12,15","18,6",#N/A
1/06/2020,"56,4",207,"23,6","41,8","27,89",#N/A,"5,537","24,14",3,"0,79","3,37","9,01",75,#N/A,"33,2","2,4",1300000,1044160,1021797,"6,432","16,9","19,9"
1/06/2020,"20,7","95,8","3,90","18,5","18,35",#N/A,#N/A,"13,02","1,40",#N/A,"3,19","7,46","28,6",#N/A,"28,60",44000,3800,1041531,1017882,"6,197","16,2","17,2"
1/06/2020,193,693,"20,20","54,78","67,92",#N/A,"23,815","72,88",#N/A,"1,33","3,66","7,47","27,14",#N/A,"18,66",780000,97000,1041203,1027477,75,"19,2","18,1"
