Fecha (mes y año),Alcalinidad,Conductividad,DBO,DQO,Dureza,Fenoles,N-Amoniacal,Cloruros,N-Nitrato,P-Fosfato,Oxígeno disuelto,pH,Sólidos suspendidos totales,SAAM-Detergentes,Turbidez,Coliformes totales,Escherichia Coli,Norte (Y),Este(X) ,Caudal,Temperatura agua,Temperatura aire
27/05/2018,"10,8","72,6","3,4",#N/A,"13,63",#N/A,#N/A,"12,51",#N/A,#N/A,"6,49","7,45","28,7",#N/A,"20,4",2,"6,5",1066295,1051139,"3628,8","13,8","16,8"
28/05/2018,"19,4","147,4","6,4","44,4","23,27",#N/A,"0,940","25,51",#N/A,#N/A,"5,24","7,51","24,7","0,21","17,2","1,6","6,1",1064117,1047880,"4095,6","14,5","17,2"
29/05/2018,"18,4","109,3","2,8","22,1","21,11",#N/A,#N/A,"16,55","0,41",#N/A,"4,44","6,95","11,3","0,13","19,3",7,"3,8",1060042,1041964,4430,"13,8","16,2"
30/05/2018,"21,9",200,"3,9","52,2","31,23",#N/A,"2,943","27,74","0,23",#N/A,"4,14","7,20","16,7","0,14","16,7","6,5","1,6",1056724,1041151,4323,"14,1","15,9"
31/05/2018,"6,1","23,6",#N/A,"13,7","7,02",#N/A,#N/A,"2,74","0,31",#N/A,"6,33","6,98","8,5",#N/A,"42,2","8,5",1,1055218,1039038,1238,"15,5","13,2"
16/05/2018,"27,7","122,6","8,2","60,6","32,67",#N/A,"0,804","18,50",#N/A,#N/A,"4,47","7,04",115,"0,26","98,9","3,1","8,6",1056821,1035709,7177,"14,4",17
17/05/2018,"16,7","170,9",10,"65,2","40,40",#N/A,"0,921","28,83",#N/A,#N/A,"5,45","7,21",146,"0,18",113,"7,4","1,5",1055462,1031393,4549,"14,6",20
18/05/2018,"18,6","157,8","6,2","42,8","33,32",#N/A,#N/A,"26,82",#N/A,#N/A,"6,10","7,32","50,7","0,21","66,2","1,5",3,1054880,1031145,"4,4",16,"17,8"
19/05/2018,"19,4",160,"10,4",62,"38,43",#N/A,"0,971","27,67",#N/A,#N/A,"4,96","7,11",110,"0,28",108,1,"1,4",1054908,1031064,5948,"14,6","16,2"
20/05/2018,"12,4",65,#N/A,"37,1","35,84",#N/A,#N/A,"8,41",#N/A,#N/A,"4,9","6,77","24,5","0,20","23,2","4,1","4,6",1051218,1030230,109,"17,5","20,7"
21/05/2018,14,102,"7,2","43,8","27,24",#N/A,"0,866","14,65",#N/A,#N/A,"4,3","6,84",84,"0,22","82,4","2,4","1,1",1049171,1026555,#N/A,"15,8","18,8"
1/05/2018,239,749,"7,4",#N/A,"95,34",#N/A,"25,54","66,64",#N/A,#N/A,"1,37","7,91",46,"0,37",#N/A,"4,1",1,1043839,1021962,"14,26","15,6","16,8"
3/05/2018,"22,1","129,5","7,4","38,2","33,01",#N/A,#N/A,"18,08","0,83",#N/A,"3,75","6,68",63,#N/A,#N/A,"2,1","6,2",1043552,1021344,6962,"17,6","16,7"
4/05/2018,"28,5","177,4","9,8","39,8","41,78","0,414","0,907","25,23","0,75",#N/A,"2,75","6,74",64,"0,48",#N/A,"6,4","9,6",1041499,1017904,6966,"15,5","18,1"
2/05/2018,231,769,215,356,127,"0,205","24,45","68,61",#N/A,#N/A,"1,93","7,02",216,"4,04",#N/A,"8,2","1,6",1041102,1017565,18,19,"19,7"
5/05/2018,"29,7",170,8,"3,3","37,80",#N/A,"1,037","23,43","0,76",#N/A,"2,44","6,82",60,"0,20",#N/A,"2,1","2,7",1041910,1014822,#N/A,"15,8","17,6"
6/05/2018,17,340,"4,4",#N/A,"63,68",#N/A,#N/A,"18,01",#N/A,#N/A,"6,8","6,43",12,"0,20",#N/A,"7,8",1,1042121,1014775,#N/A,"18,7",19
7/05/2018,"29,3","121,4","6,6",#N/A,"27,65",#N/A,"0,962","14,81","0,60",#N/A,"6,2","6,60",19,"0,72","28,4","3,8","6,3",1041494,1012510,7524,"16,4","17,9"
8/05/2018,"11,6","62,1",7,#N/A,"20,29",#N/A,#N/A,"8,70","0,42",#N/A,"10,7","7,35",12,"0,47","16,8","8,1","1,5",1059098,1012079,"535,3","14,5","17,4"
9/05/2018,"92,5",602,5,110,"162,79",#N/A,"2,050","85,55",#N/A,#N/A,"5,7","6,44",19,"0,58","41,60","9,6",1,1051251,1017573,859,16,"16,6"
10/05/2018,"20,3","84,5",#N/A,"40,8","27,27",#N/A,#N/A,"10,29","0,35",#N/A,"10,4","6,53",10,"0,48","5,5","3,4","3,1",1051549,1016887,#N/A,"15,8","16,3"
11/05/2018,"21,1","111,3","5,6",#N/A,"28,39",#N/A,"0,914","15,70","0,21",#N/A,"8,7","6,80",87,"0,66",100,"7,7","1,3",1012250,1045993,3085,"14,9","19,6"
12/05/2018,"37,4","192,2","4,8",41,"47,61",#N/A,"1,667","25,67","0,56",#N/A,"6,3","6,69",22,"0,77","38,2","7,5","2,2",1044017,1011724,#N/A,"16,3","16,2"
19/05/2018,"66,5",280,"11,8","78,7","81,90",#N/A,"1,063","38,79",#N/A,#N/A,"1,5","6,46",384,#N/A,"48,9","4,7",4,1044901,1010357,"438,7","17,1","16,6"
20/05/2018,"44,8",262,"9,4",39,"52,35",#N/A,"2,449","37,47","0,69",#N/A,"2,3","6,88",61,"0,35","34,6","6,9","1,6",1043682,1010441,#N/A,"18,2","17,7"
21/05/2018,"32,2",133,"3,4","22,3","45,49",#N/A,#N/A,"10,74","0,47",#N/A,"3,5","6,68",51,"0,27","49,9","4,5","6,3",1019455,1013509,2375,"16,3","17,8"
22/05/2018,"39,2",171,"9,6",#N/A,"81,90","0,239","0,978","15,19","0,51",#N/A,"3,6","6,78",41,"0,18","35,8",1,"7,7",1039036,1009301,4619,"16,7",#N/A
23/05/2018,"58,7",327,"9,6",#N/A,"52,35","0,517","2,692","53,49",#N/A,#N/A,"2,6","6,96",41,"0,38","48,3",1,"6,5",1035918,1007888,17059,"17,7",#N/A
24/05/2018,228,691,124,128,"45,49",#N/A,"18,836","17,02",#N/A,#N/A,"1,4","7,47",156,"3,97",103,"1,6","2,9",1033660,1006459,"84,96","17,7","17,1"
7/01/2018,197,2080,46,192,"127,39",#N/A,"20,144",533,#N/A,#N/A,"0,39","7,71",190,"0,86","53,3","3,3",7,1044091,1010357,229,"16,5","18,9"
8/01/2018,"55,1",418,"6,6",#N/A,"44,68",#N/A,"3,460","85,60",#N/A,#N/A,"0,99","7,32","32,9",#N/A,"34,8","4,1",6,1043692,1010441,#N/A,"17,3","16,8"
9/01/2018,"22,9","147,8",#N/A,#N/A,"34,01",#N/A,#N/A,"19,28",#N/A,#N/A,"5,71","7,87",#N/A,#N/A,"10,9","2,1","5,2",1019455,1013509,"198,7","15,2","15,7"
1/05/2018,"45,4",210,"17,2","63,3","42,49","0,499","3,770",20,#N/A,#N/A,"1,9","6,47",26,"0,78","28,6","2,4","1,3",1028309,1000940,2410,"16,6",#N/A
2/05/2018,74,375,8,"57,3","61,93","0,369","3,860","60,15",#N/A,#N/A,"0,8","7,05","23,5","0,74","19,2","8,7","3,1",1025751,1000784,14025,"16,9",#N/A
3/05/2018,"61,7",307,"3,9","44,8","52,11",#N/A,"2,354","47,44",#N/A,#N/A,"1,1","7,01","13,5","0,36","17,8","1,3","2,1",1029572,1005306,11767,"18,1",#N/A
4/05/2018,285,793,"54,2",190,"122,28",#N/A,#N/A,"69,08",#N/A,#N/A,"0,6","7,69",44,"2,68","34,7","2,4","1,4",1029206,1004241,"88,4","18,6",#N/A
5/05/2018,"75,2",330,"7,6",52,"54,76","0,319","4,246","47,46",#N/A,#N/A,"0,9","7,15",17,"0,70","19,5","2,4","1,2",1028187,1004022,#N/A,"17,8",#N/A
6/05/2018,"14,4",86,"4,8","37,3","26,32","0,229",#N/A,"10,24","0,40",#N/A,"4,9","6,97",13,#N/A,"13,1","1,6","2,1",1036471,1001016,"21,47","14,4",#N/A
10/01/2018,"93,1",312,13,125,"45,65",#N/A,"1,953","32,89",#N/A,#N/A,"1,89","7,35","24,3",#N/A,"26,9","2,4","1,5",1039036,1009307,1126,"17,2","16,6"
13/05/2018,"54,5",265,"4,9","45,2","56,58",#N/A,"3,152","36,61","0,22",#N/A,"1,57","7,29",14,"0,44","17,2","2,4","1,1",1026336,999393,#N/A,"16,6","21,1"
14/05/2018,"62,9",294,"7,1","42,9","61,49",#N/A,#N/A,"43,15",#N/A,#N/A,"0,56","7,38",10,"0,52","17,3","2,4","7,3",1022443,999739,16075,"17,3","18,3"
16/05/2018,259,822,170,418,149,#N/A,"38,713","61,88",#N/A,#N/A,"3,19","7,68",132,"5,90",121,"1,4",2,1022448,997913,#N/A,"18,7",18
15/05/2018,110,560,"3,6",77,"147,64",#N/A,#N/A,"69,96",#N/A,#N/A,"0,69","7,06",10,"2,58","25,9","1,5",1,1018248,994552,609,"16,5","20,1"
17/05/2018,82,405,"8,9",55,"85,53","0,315",#N/A,"59,70",#N/A,#N/A,"0,93","7,05",25,"0,44","23,5","2,4","2,4",1017121,994642,#N/A,"16,8","20,3"
18/05/2018,#N/A,"19,2",#N/A,"14,7","6,16","0,738",#N/A,#N/A,#N/A,#N/A,"8,23","6,28",#N/A,"0,52","1,9","1,2","1,1",1003042,1002123,"44,4","10,4","10,7"
11/01/2018,"57,4",474,3,118,"44,17",#N/A,"3,195",102,#N/A,#N/A,"1,07","7,37",14,#N/A,30,"3,3","3,7",1035918,1007888,5634,"17,5","19,7"
12/01/2018,256,749,"88,4",326,"91,62",#N/A,"25,556","58,40",#N/A,#N/A,"1,86","7,88",140,"2,92",136,"5,2","1,1",1033591,1006439,"84,7","17,7","18,5"
13/01/2018,71,339,"10,8","63,2","34,94",#N/A,"4,769","53,28",#N/A,#N/A,"1,61","7,65",28,"0,91","18,7","1,7","3,9",1025751,1000784,6084,"17,4","15,1"
11/05/2018,191,577,136,252,"73,70","0,303","30,96","38,66",#N/A,#N/A,"0,23","7,19",132,"6,01","67,7","2,4","6,9",1015910,994756,"25,50","17,4","19,7"
12/05/2018,172,529,137,386,"73,44",#N/A,"26,53","38,99",#N/A,#N/A,"0,80","7,22",268,"2,68","6,7","5,2","9,6",1015587,994602,"48,20","17,9","17,4"
13/05/2018,128,493,"74,6",163,"74,84","0,347","13,65","45,21",#N/A,#N/A,"1,69","7,48",98,"3,52","37,4","4,4",7,1014640,994485,"24,91","16,9","16,8"
14/05/2018,"94,3",234,"7,2",#N/A,"75,93","0,241","3,27","13,74",#N/A,#N/A,"0,89","6,78",#N/A,"0,35","4,8","1,3",1,1014447,992366,"226,50",15,"16,4"
15/05/2018,133,503,"51,4",125,"74,95","0,254","16,97","53,33",#N/A,#N/A,"0,43","7,14",39,"3,65","36,7","1,9","5,6",1013679,990724,#N/A,"17,3","16,5"
14/01/2018,"60,9",217,"26,4","81,29","34,33","0,341","7,812","19,34",#N/A,#N/A,"1,41","7,54",18,"0,54","28,7","7,1","1,6",1036906,1000833,957,"14,8",15
15/01/2018,"70,2",411,"13,6","77,56","62,86",#N/A,"4,691","75,85",#N/A,#N/A,"2,26","7,36",43,"0,51","47,9","5,7","6,3",1029572,1005306,5383,"19,8","19,2"
7/05/2018,"94,3",410,"27,8",116,"81,85",#N/A,"8,64","43,09",#N/A,#N/A,"0,34","7,05",39,"2,10","42,3","7,3","2,1",1011064,989518,"27,64","16,9","17,7"
8/05/2018,131,439,44,113,"5,76",#N/A,#N/A,"37,72",#N/A,#N/A,"6,65","7,14",48,"2,58","39,5","1,6","5,1",1007794,990777,"29,11","17,1",18
16/01/2018,312,775,"89,6",255,"112,78","0,414","34,864","60,92",#N/A,#N/A,"0,83","8,26",22,"3,62","37,9","2,1","1,1",1029206,1004241,"107,9","18,5","16,1"
9/05/2018,146,597,"56,8",218,"62,69",#N/A,"19,93","70,88",#N/A,#N/A,"0,80","7,63",98,"2,19","37,9","2,5","2,7",1007496,991608,"46,22","15,9",19
10/05/2018,122,437,"57,2",132,"73,80",#N/A,"14,89","38,74",#N/A,#N/A,"0,29","7,12",71,"1,83","45,6","1,1","2,7",1007407,990545,"33,74","17,3","19,1"
17/01/2018,"97,2",458,"20,1",104,"72,92",#N/A,"7,470","72,91",#N/A,#N/A,"1,82","7,69",11,"1,73","28,4","9,8","1,8",1028187,1004022,#N/A,"18,2","19,5"
18/01/2018,"13,7","67,7",#N/A,#N/A,"26,35",#N/A,#N/A,"8,49",#N/A,#N/A,"6,30","6,89",13,"0,72","17,2","4,6","8,6",1027146,999725,740,"13,6","14,6"
7/01/2018,"61,4",290,"9,6",105,"38,08",#N/A,"4,49","39,58",#N/A,#N/A,"1,8","6,95",22,#N/A,"16,6","1,6","2,5",1026531,999628,#N/A,"16,3",#N/A
8/01/2018,"62,5",326,12,#N/A,"42,98",#N/A,"4,83","47,09",#N/A,#N/A,"2,1","7,36",28,"0,41",23,2,"5,2",1022443,997939,7067,"15,8",#N/A
9/01/2018,307,984,183,518,"123,34","0,23","53,69","65,50",#N/A,#N/A,"1,7","7,54",160,"3,87",116,"6,9","2,6",1022243,997948,#N/A,"18,8",#N/A
10/01/2018,"81,8",395,"12,6",518,"62,35",#N/A,"5,99","56,09",#N/A,#N/A,"1,4","7,35",32,"1,77","27,5",2,"3,9",1018248,994552,#N/A,"17,5",#N/A
11/01/2018,"78,4",384,"8,6",#N/A,"60,11",#N/A,"5,80","54,55",#N/A,#N/A,"1,6","7,32",11,"0,97","19,9","2,4","6,1",1017121,994642,#N/A,"17,3",#N/A
19/01/2018,#N/A,"21,7",#N/A,#N/A,"8,57",#N/A,#N/A,"0,61",#N/A,#N/A,"6,60","7,13",#N/A,#N/A,"3,2","3,1",1,1003042,1002123,"14,7","9,9",#N/A
20/01/2018,230,747,182,354,"77,32",#N/A,"40,675","53,50",#N/A,#N/A,"0,48","7,39","86,7","3,1","84,1","4,6","9,6",1015910,994756,2128,"15,7",#N/A
21/01/2018,244,944,148,416,"81,51",#N/A,"47,668","86,12",#N/A,#N/A,"4,17","7,34","73,3","6,09","94,3",1,"1,9",1015587,994602,5000,"18,5",#N/A
22/01/2018,123,504,61,156,"59,75",#N/A,"19,177","56,95",#N/A,#N/A,"1,08","7,26",48,"2,14","51,6","2,1","6,3",1014640,994485,13979,"16,9",#N/A
23/01/2018,"86,9",185,"3,4",#N/A,"77,98",#N/A,"1,494","12,83",#N/A,#N/A,"1,99","8,48",#N/A,#N/A,"5,8","7,8","6,3",1014447,992366,406,14,#N/A
24/01/2018,125,579,"50,2",140,"64,72",#N/A,"17,443","57,47",#N/A,#N/A,"0,90","7,48",56,"1,93","54,6","1,9","5,1",1013679,990724,14551,"17,4",#N/A
1/01/2018,156,559,76,358,"198,87",#N/A,"21,81","53,73",#N/A,#N/A,"0,7","7,23",1700,"2,13",121,"1,2","5,3",1011064,989618,11721,"20,9",#N/A
2/01/2018,172,651,80,206,"69,19",#N/A,"31,42","62,01",#N/A,#N/A,"0,9","7,50",36,"2,44","35,7","3,6",1,1007794,990777,11424,"19,2",#N/A
3/01/2018,"23,7","77,3","2,3",#N/A,"24,17",#N/A,"1,96","3,59",#N/A,#N/A,"6,2","7,52",13,#N/A,"4,7","2,4","1,7",997149,1000280,265,"10,2",#N/A
5/01/2018,157,582,80,213,"63,22",#N/A,"25,04","53,77",#N/A,#N/A,"0,9",41,50,"2,12",41,"1,2","6,5",1007407,990545,17863,"18,5",#N/A
6/01/2018,162,607,89,326,"66,33",#N/A,"23,94","67,40",#N/A,#N/A,"0,9","84,8",76,"2,87","84,8","2,4","5,9",1005879,988415,#N/A,"17,8",#N/A
25/01/2018,233,750,149,276,77,#N/A,"36,48","69,28",#N/A,#N/A,"0,5","7,18",104,"2,72","70,7","3,3","9,3",1003660,984472,15578,"17,4",#N/A
26/01/2018,323,1139,271,316,147,#N/A,"49,41",108,#N/A,#N/A,"0,5","7,29",348,"5,06",186,"4,6","1,2",983825,1003383,5256,"16,3",#N/A
27/01/2018,252,880,284,671,"96,4",#N/A,"42,13","79,58",#N/A,#N/A,"0,3","7,21",547,"3,70",194,"3,7","1,2",983434,1004027,20834,"17,1",#N/A
28/01/2018,176,535,46,111,102,#N/A,"17,90","41,69",#N/A,#N/A,"0,3","7,12",25,"1,67","87,3","7,7","1,6",980745,1002407,406,"14,8",#N/A
29/01/2018,229,778,160,345,"79,6",#N/A,"37,76","69,40",#N/A,#N/A,"0,4","7,15",136,"3,55","67,3","3,3",1,1001905,980700,#N/A,"18,4",#N/A
30/01/2018,131,760,"6,7",#N/A,170,#N/A,"7,64","75,23",#N/A,#N/A,"0,4","7,39",10,#N/A,"7,9","7,4",1,981609,999948,291,"19,2",#N/A
31/01/2018,"16,4","87,2","3,3",#N/A,"0,073",#N/A,"1,57","10,09",#N/A,#N/A,"6,5",18,17,#N/A,"18,1","1,6","5,5",928620,995116,#N/A,"15,4",#N/A
1/01/2018,323,916,213,499,"0,40",#N/A,"53,85","57,90",#N/A,#N/A,"0,4",183,180,"3,13",183,"3,3","1,2",981384,939384,#N/A,"18,1",#N/A
2/01/2018,256,844,184,425,"0,49",#N/A,"37,63","77,23",#N/A,#N/A,1,128,88,"4,28",128,"5,5","1,2",980665,998043,#N/A,18,#N/A
3/01/2018,274,925,181,454,"0,49",#N/A,"39,46","83,75",#N/A,#N/A,1,"7,9",244,"4,39","64,5","2,5","7,8",994362,979913,#N/A,"15,7",#N/A
12/01/2018,256,512,307,635,134,#N/A,"31,99","28,21",#N/A,#N/A,"4,1","7,95",275,"6,03",192,"1,6",2,1002830,969451,"0,78",23,#N/A
13/01/2018,"35,5",155,"2,5",#N/A,103,#N/A,#N/A,"2,22",#N/A,#N/A,"7,3","7,74",4,#N/A,"4,6","2,4","4,4",1003348,969451,"257,3","17,6",#N/A
14/01/2018,"72,5",456,"6,6",#N/A,209,#N/A,"2,29","20,95",#N/A,#N/A,"7,2","8,12","21,7",#N/A,"21,6","2,4","2,6",1003058,965198,922,"21,8",#N/A
16/01/2018,249,846,116,259,114,#N/A,"34,88","73,1",#N/A,#N/A,"4,8","7,54","13,3","3,62","95,7","2,4","5,8",999448,957404,#N/A,"20,6",#N/A
17/01/2018,51,265,"6,4",#N/A,148,#N/A,"2,43","10,11",#N/A,#N/A,"7,1","7,64",#N/A,#N/A,"5,3","2,4",2,999181,957194,141,"23,1",#N/A
1/01/2018,343,1154,61,227,194,#N/A,"37,21","65,75",#N/A,#N/A,"2,8",789,110,"3,10","90,6","1,3","6,2",993329,948416,16,"25,1",#N/A
2/01/2018,"71,7",367,6,#N/A,141,#N/A,#N/A,"2,25",#N/A,#N/A,"6,5","7,88",#N/A,#N/A,"4,4","2,4","4,1",988679,948308,3038,"24,3",#N/A
3/01/2018,239,838,"75,8",287,69,#N/A,"34,29","73,36",#N/A,#N/A,"4,6","7,86",96,"2,33","60,8","1,6","7,7",990147,945547,32153,"21,7",#N/A
4/01/2018,126,962,"5,4","40,6",444,#N/A,#N/A,"7,05",#N/A,#N/A,"5,60","8,59",48,#N/A,"37,1","8,8","8,6",991179,942835,2582,26,#N/A
1/02/2018,198,754,27,119,196,#N/A,"27,82","58,59",#N/A,#N/A,"3,96","7,95",52,#N/A,"23,9","1,6","4,6",984195,941105,32006,"23,8",#N/A
2/02/2018,339,1149,265,623,373,#N/A,"45,88","63,55",#N/A,#N/A,"0,08","7,66","62,5","4,31",128,"1,1","3,9",983505,937394,#N/A,"29,8","32,6"
3/02/2018,201,762,23,122,193,#N/A,30,"61,06",#N/A,#N/A,"1,54","7,65",86,"0,52","39,3","9,6","2,3",983132,936450,#N/A,"22,3","30,1"
4/02/2018,241,841,"32,2",120,189,#N/A,"33,65","65,36",#N/A,#N/A,"0,53","7,60","38,7","0,65","26,8","5,3","1,8",966275,920791,42791,"24,4","30,4"
1/04/2019,150,437,"76,0",168,"73,84","0,214","16,711","30,92",#N/A,"1,47",#N/A,"7,4","52,00","1,26","56,3","6,5","1,3",1015907,994750,11602,"18,3","20,5"
1/04/2019,195,821,102,199,"146,80",#N/A,"27,104","69,58",#N/A,"0,76","3,3","7,4","51,52","2,27","44,8","2,4","1,7",1015624,994611,2310,"19,5","20,5"
1/04/2019,125,572,"35,4",168,"128,27",#N/A,"13,463","65,41",#N/A,"0,73","0,8","7,3","60,00","0,93","32,5","2,2","3,7",1014640,994485,14237,"18,8","21,0"
1/04/2019,109,397,"7,2","45,6","142,03",#N/A,"6,069","23,14",#N/A,"1,12","0,8","6,7","12,00",#N/A,"7,67","4,9","7,5",1014455,992377,"171,9","17,9","21,4"
1/04/2019,112,525,"39,4",179,"122,33",#N/A,"12,661","88,49",#N/A,"0,69",#N/A,"7,4",102,"1,43","76,9","1,9","6,3",1011064,989518,17043,"19,3",#N/A
1/04/2019,139,567,"58,8",156,"133,80",#N/A,#N/A,"78,67",#N/A,"1,31",#N/A,"7,0","54,0","2,27","51,8","4,1","1,0",1007794,990777,21138,"19,9",#N/A
1/04/2019,"24,1","79,90","4,0",#N/A,"29,41",#N/A,"1,626","4,98","0,31",#N/A,"7,4","6,6","9,0",#N/A,"7,9","2,0","1,8",1000280,997149,"215,5","14,0",#N/A
1/04/2019,313,1007,#N/A,481,"81,25","0,276","46,730",128,#N/A,"6,47",#N/A,"7,8",124,"3,68",112,"1,0","5,5",1007496,1000280,6952,"21,8",#N/A
1/04/2019,144,616,410,2718,"324,92",#N/A,"20,240","79,94",#N/A,"1,42",#N/A,"7,1",4140,"1,85","36,4","2,9","7,8",1007407,990545,23995,21,#N/A
1/04/2019,164,675,"60,6",201,"161,99",#N/A,"17,661",126,#N/A,"1,62",#N/A,"7,2","92,0","1,82","57,9","2,4","5,5",1005879,988415,1250,#N/A,#N/A
1/04/2019,167,570,"51,2",186,"146,97","0,445","19,914","70,90",#N/A,"1,76",#N/A,"7,1",106,"1,47","51,7","2,4","8,7",1003660,984472,30947,"21,0",#N/A
1/04/2019,236,738,"90,0",349,"128,73","0,501","34,099","57,98","0,152","4,44","0,55","7,8",144,"2,47",113,"2,4","1,1",1000132,983566,#N/A,"18,1",#N/A
1/04/2019,191,675,"68,2",241,"87,23","0,354","27,331","82,20","0,152","2,96","0,60","7,4","76,0","2,18","61,5","2,0","6,9",998019,980641,32659,"20,6",#N/A
1/04/2019,172,623,"64,6",196,"88,42","0,358","25,007","74,52","0,152","2,85","0,85","7,9","80,0","2,45","59,6","1,3","4,1",994321,979936,34294,"20,1",#N/A
1/04/2019,222,743,"69,0",283,"91,08","0,249","32,081","81,63",#N/A,"3,08","3,83","7,8",128,"2,91","84,3","2,0","6,6",994286,978861,#N/A,"20,4",#N/A
1/04/2019,"58,5",373,"3,9",#N/A,"156,31",#N/A,#N/A,"5,02","0,64",#N/A,"1,83","7,8",460,#N/A,330,"2,0","5,2",1002601,966433,"1,2","21,8",#N/A
1/04/2019,"85,9",412,#N/A,#N/A,"216,87",#N/A,#N/A,"3,73","0,41",#N/A,"7,80","8,2",148,#N/A,114,"1,6",10,1006197,965861,"56,6","21,6",#N/A
1/04/2019,"67,6",303,"38,0",194,"23,62",#N/A,"4,095","21,08","2,93","0,41","7,25","7,6",560,#N/A,571,"6,9","5,5",1002996,964442,"1495,1","22,5","22,8"
1/04/2019,217,553,"18,7",108,"36,05",#N/A,"15,350","48,44",#N/A,"1,39","5,40","7,8",164,"0,63","97,9","6,9","2,5",1000360,960202,3640,"22,9","29,2"
1/04/2019,215,735,"75,0",292,"114,47","0,253","30,055","92,71",#N/A,"3,50","6,86","7,3",240,"2,79",113,"1,1","5,2",999219,957224,#N/A,"25,5","24,8"
1/04/2019,"36,2",196,"6,2",#N/A,"105,34",#N/A,"1,141","7,52","1,12",#N/A,"8,86","6,9","84,0",#N/A,57,"2,4","2,0",999120,957124,276,"22,2","25,6"
1/04/2019,214,724,"69,0",274,"208,45",#N/A,"31,140","89,39",#N/A,"3,26","6,28","7,4",110,"2,07","79,1","2,4","1,1",999118,957123,5400,"22,2","24,7"
1/04/2019,114,697,"10,2",149,"722,68",#N/A,"1,689","20,63","2,21",#N/A,"5,47","8,0","18,0",#N/A,"12,5","1,1","1,9",993327,948328,"79,9","25,4","24,2"
1/04/2019,"42,2","179,6","29,0","64,42",115,#N/A,#N/A,"2,56","0,59",#N/A,"6,01","7,77",440,#N/A,350,"1,4","3,9",988579,948308,8631,"22,3","23,2"
1/04/2019,111,476,"2,3",120,"28,78",#N/A,"12,205","49,19",#N/A,"0,96","6,70","8,06",336,"0,57",242,"1,1","7,9",990147,945547,47900,"22,1","24,8"
1/04/2019,102,453,"31,0",201,698,#N/A,#N/A,"6,86",#N/A,#N/A,"6,09","8,30",1168,#N/A,189,"4,4","5,4",942835,991179,"5139,1","24,1","26,3"
1/04/2019,114,470,"15,0",145,188,#N/A,"10,199","41,91","0,60","0,80","5,97","8,27",442,#N/A,340,"1,7","5,5",984195,941105,80459,"23,9","28,0"
1/04/2019,165,632,"66,0",219,360,#N/A,"17,070","61,75",#N/A,"1,82","2,66","7,86",348,"0,90",176,"2,4","2,4",983505,937394,#N/A,"33,2","28,7"
1/04/2019,118,480,"51,0",162,402,#N/A,"10,030","40,36","0,69","0,74","4,95","8,48",1004,#N/A,352,"8,2","1,7",983132,936450,#N/A,"27,4","29,9"
1/04/2019,"144,0",551,"49,0",266,422,#N/A,"13,584","45,26","0,18",#N/A,"0,65","7,60",1564,#N/A,387,"4,4","7,4",966275,920791,84690,"25,6","31,4"
1/04/2019,"21,5","121,1","18,0",144,"35,97","0,338","2,113","15,94","0,81",#N/A,"6,5","8,6",204,#N/A,130,"2,4","8,2",988620,955116,"57,6","12,1","16,3"
1/04/2019,"94,2",283,"82,2",215,129,"0,203","10,050","19,63",#N/A,"1,56",#N/A,"7,4",844,"0,67",168,"2,9","5,5",1004225,981925,3652,"20,1","20,1"
1/04/2019,144,519,"97,3",266,135,"0,575","16,790","74,14",#N/A,"2,55",#N/A,"7,0",348,"1,98","86,1","3,9","8,6",1004000,983635,34599,"18,8","21,3"
1/04/2019,141,415,"28,7",101,114,#N/A,"12,261","47,18",#N/A,#N/A,#N/A,"6,9","44,0","0,83","36,4","5,8","1,1",1001927,980701,37542,"20,2","20,1"
1/04/2019,144,438,"32,0",123,119,"0,458",#N/A,"48,46",#N/A,#N/A,#N/A,"6,9","42,0","1,02","57,9","1,6","1,9",1004235,981926,2943,"17,6","19,1"
1/04/2019,217,685,"95,0",277,224,#N/A,"28,983","49,13",#N/A,"3,21",#N/A,"7,4",828,"2,07",617,"7,3","2,5",1001927,980761,262,"18,1","20,9"
1/07/2019,#N/A,"8,9","3,5","11,7","3,10","0,374",#N/A,"1,49",#N/A,#N/A,"6,0","6,2",#N/A,#N/A,"4,9","2,4","1,3",1070826,1055091,"719,6","10,3","11,8"
1/07/2019,"5,1","18,1","4,5","26,7","5,37","0,536",#N/A,"3,20",#N/A,#N/A,"5,6","6,4","5,5",#N/A,"4,5","4,3","3,0",1069308,1053799,"692,7","10,7","14,3"
1/07/2019,"6,4","23,0","4,5","15,6","6,17",#N/A,#N/A,"4,05",#N/A,#N/A,"6,5","6,4","6,7",#N/A,"4,6","1,3","2,9",1068390,1053031,704,"11,0","18,9"
1/07/2019,"8,9","29,5","9,6","24,7","5,47","0,730","0,986","3,52","0,31",#N/A,"5,2","6,8","17,1",#N/A,"11,5","2,4","2,0",1068371,1053019,790,"10,9","17,5"
1/07/2019,"9,2","42,3","4,0","26,1","7,47","0,350","0,819","7,31","0,12",#N/A,"6,0","6,6","5,8",#N/A,"7,5","2,4","1,3",1066197,1051402,"1999,5","11,1","13,9"
1/07/2019,"22,3","26,2","15,0","54,1","27,30","0,233",#N/A,"64,53","0,11",#N/A,"3,0","7,3","15,0",#N/A,"13,1","2,0","6,1",1063652,1048111,1364,"11,5","15,4"
